topic,correct_ending,incorrect_ending,sentence_1,sentence_2,sentence_3,sentence_4,generated_by,language
Wedding,Acara akad nikah maranéhanana lumangsung khidmat,Sari teu jadi nikah sareng Dani,Sari milih make kebaya bodas pikeun acara akad nikah,Kebaya ieu warisan ti nini na,Sari ngarasa lewih percaya diri nalika make kebaya éta,"Pasanganana, Dani, ogé ngagem baju adat Sunda",gpt4o,jv
Wedding,Pangantén silih suap kalayan rasa kanyaah sarta sumanget.,Pangantén teu daek silih suap alatan teu lapar.,"Dina pernikahan adat Sunda, aya prosesi huap lingkup",Pangantén lalaki jeung awéwé silih suap nasi tumpeng,Ieu ritual ngandung harti miara silih antara pangantén,Tamu-tamu nyaksian kalayan sumanget,gpt4o,jv
Socio-religious aspect of life,Asep jeung warga lembur percaya yén ruwatan geus hasil ngusir roh jahat.,Asep jadi sieun jeung teu hayang milu ruwatan deui.,"Di lembur Asep, aya tradisi ngaruwat unggal taun",Tradisi ieu dipercaya bisa ngusir roh jahat ti lembur,Asep sok milu ngabantosan dina acara ruwatan,"Dina salah sahiji ruwatan, aya kajadian anu anéh",gpt4o,jv
Pregnancy and Kids,Tradisi tingkepan dipercaya bisa ngajaga bayi tina roh jahat,Tradisi tingkepan sering diayakeun di musium,"Dina budaya Sunda, aya tradisi ""tingkepan"" nalika bayi geus umur 40 poé","Dina acara ieu, bayi mandi ku cai kembang tujuh rupa",Kulawarga ngadoakeun bayi supaya sehat jeung panjang umur,Acara ieu biasana diayakeun di imah aki nini,gpt4o,jv
Art,"Ku maén kacapi, warga kampung Ciawi ngarasa leuwih guyub jeung raket",Warga kampung Ciawi henteu resep jeung kacapi,Kacapi teh alat musik tradisional Sunda,"Di kampung Ciawi, kacapi sering dipake dina acara upacara adat",Kacapi oge dipake dina acara seren taun,Alat musik ieu ngagambarkeun harmoni jeung kaharmonisan,gpt4o,jv
Pregnancy and Kids,Nama-nama ieu dipilih pikeun ngagambarkeun harapan jeung doa ti kolot,Sadaya orok kudu boga dua nami,"Dina budaya Sunda, aya tradisi ngabedakeun nama pikeun orok lalaki jeung awéwé",Orok lalaki biasana dibéré nama nu bermakna kuat,Samentara orok awéwé dibéré nama nu bermakna lemes,Tradisi ieu ngagambarkeun peran masing-masing jenis kelamin dina budaya Sunda,gpt4o,jv
Religious Holiday,Tradisi ngadamel obor téh pikeun ngaraksa suasana takbiran,Tradisi ngadamel obor téh pikeun ngusir hama,"Dina malem takbiran, warga kampung sok ngadamel obor tina bambu",Obor-obor ieu dipasang di sakuliling kampung,Barudak téh sok milu ngabantosan masang obor,Kampung jadi caang jeung rame ku obor,gpt4o,jv
Wedding,"Sanggeus upacara, sadaya tamu ngahaturkeun salam sareng doa.",Telur anu diinjak ngabalukarkeun masalah gedé dina acara.,"Dina beubeurang pernikahan, aya upacara panggih di imah panganten lalaki",Panganten awéwé ngagem kebaya bodas sareng panganten lalaki maké jas batik,Aya ogé upacara injak telur,Ieu mangrupa simbolis yén panganten lalaki bakal ngajaga sareng ngurus pamajikanana,gpt4o,jv
Wedding,Sangu tumpeng dina acara kawinan téh simbol rasa syukur.,Sangu tumpeng téh asalna ti budaya luar.,"Sawaktu acara kawinan, tamu undangan biasana dibéré dahareun khas Sunda","Saperti nasi tumpeng, opor ayam, jeung kue tradisional",Sangu tumpeng téh simbol syukur ka Gusti nu Maha Esa,Dahareun anu dibéré biasana mangrupa hasil bumi lokal,gpt4o,jv
Pregnancy and Kids,Tradisi ieu dipercaya bisa ngajaga kasalametan orok jeung indungna.,Tradisi ieu dipercaya bisa ngajaga kasalametan sawah jeung kebon.,"Dina bulan ka tujuh kakandungan, aya tradisi ""Ngeyeuk Seureuh""",Tradisi ieu dilakukeun ku kolot pikeun ngadoakeun kandungan,Aya ritual khusus jeung parabotan adat,Ema jeung Bapa orok tiasa ngaraoskeun kahadean sareng tradisi ieu,gpt4o,jv
Wedding,Pakaian ieu ngagambarkeun keanggunan sareng kahormatan.,Pakaian ieu hartina aranjeunna asal ti desa.,"Dina upacara pernikahan Sunda, panganten lalaki bakal ngagem baju adat Sunda nu disebut pangsi",Panganten lalaki ogé bakal maké iket di sirahna,Pakaian ieu ngalambangkeun kasederhanaan sareng kabersihan,Panganten awéwé bakal maké kebaya sareng siger,gpt4o,jv
Religious Holiday,Arak-arakan lumangsung kalayan lancar jeung rame,Arak-arakan batal kusabab hujan,"Dina malem takbiran, warga kampung sok arak-arakan bari ngagedur bedug",Maranéhna asup ka mesjid jeung ngalakukeun takbiran babarengan,Ieu tradisi geus aya ti jaman kolot baheula,"Poe ieu, warga kampung geus siap-siap",gpt4o,jv
Wedding,Janur kuning jadi tanda yén aya acara pernikahan.,Janur kuning dipaké pikeun ngajaga panto tetep kabuka.,"Dina acara resepsi pernikahan Sunda, aya tradisi masang janur kuning di lawang panto",Janur kuning ieu simbolis pikeun kabagjaan sareng karaharjaan,Sadaya tamu nu datang bakal ngaliwat janur kuning ieu,Janur kuning oge dipercaya ngusir roh jahat,gpt4o,jv
Traditional Games,Bentengan ngajarkeun Oji pentingna strategi jeung kerjasama,Tim séjén embung deui maén bentengan jeung tim Oji,Oji sok maén kaulinan bentengan di lapang bareng babaturanana,Aranjeunna ngabagi tim keur kaulinan,Oji sok jadi pamingpin timna,"Dina hiji turnamén bentengan, tim Oji meunang juara",gpt4o,jv
Traditional Games,Gatrik ngajarkeun Dedi pentingna akurasi jeung ketepatan waktu,Babaturanana teu resep deui maén gatrik kusabab Dedi sok meunang,Dedi sok maén gatrik jeung babaturanana di kampung,Maranéhanana nyieun alat gatrik ti kai urut,Gatrik sering dipaénkeun di lapang buruan,"Dina hiji turnamén, Dedi nyetak skor pangluhurna",gpt4o,jv
Traditional Games,Maranéhanana jadi ahli maén egrang jeung sering meunang lomba.,Maranéhanana teu bisa maén egrang deui sabab jalanna diaspal.,Adang jeung Rina sok maén egrang di jalan kampung,Maranéhanana latihan tiap sore,Egrang téh kaulinan anu merlukeun kasaimbangan,Kadang-kadang maranéhanana ulu ka sawah,gpt4o,jv
Religious Holiday,Tradisi ieu nuluykeun warisan budaya jeung agama,Tradisi ieu diganti ku acara hiburan,"Dina Lebaran, aya tradisi nyalawat ka makam karuhun","Warga desa ngariung di makam, bareng-bareng maca tahlil jeung doa pikeun arwah karuhun","Saterusna, maranéhna ngabersihan makam jeung hatur nuhun ka karuhun",Ieu tradisi geus dilakonan ti jaman baheula,gpt4o,jv
Religious Holiday,Lomba takbiran ngajarkeun warga kampung pikeun ngahiji dina kaagamaan.,Lomba takbiran ngajarkeun warga kampung cara ngadamel alat musik.,"Sateuacan Idul Adha, warga kampung sok ngadamel lomba takbiran",Lomba ieu diayakeun di alun-alun kampung,Sakabeh warga kalawan bungah ngiringan acara ieu,"Dina waktu takbiran, sora takbir ngagema di sakuliah kampung",gpt4o,jv
Fisheries and Trade,Bi Tati jadi salah sahiji padagang lauk anu kasohor di pasar.,Bi Tati kungsi ngalaman rugi gedé alatan laukna teu aya nu meuli.,Bi Tati mindeng ngajual hasil tangkapan laut ka pasar,Manéhna sok milih lauk anu pangsegerna pikeun dijual,"Hasilna, dagangan Bi Tati sok laris manis","Teu jarang, manéhna meunang pesenan ti warung-warung makan di sakuliah desa",gpt4o,jv
Art,Pamuda di kampung jadi ahli maén kacapi,Kacapi téh alat musik modéren ti luar negeri,Ki Biasa teh saurang ahli kacapi anu geus kondang di Jawa Barat,Anjeunna sering ngajarkeun cara maén kacapi ka pamuda di kampungna,Kacapi téh mangrupakeun alat musik tradisional Sunda anu penting pisan,Sora kacapi téh ngandung nilai seni anu luhur sarta sering dipaké dina upacara adat,gpt4o,jv
Fisheries and Trade,Warga désa Citamiang ngareuah-reuah babarit unggal taun,Warga désa Citamiang ngajual hasil lautna ka kota,"Di désa Citamiang, aya tradisi babarit","Unggal taun, warga désa ngumpul di basisir pikeun nyieun upacara syukur ka laut",Maranéhna ngadahar babarengan jeung ngucapkeun doa pikeun hasil laut anu loba,Tradisi ieu geus aya ti jaman baheula,gpt4o,jv
Pregnancy and Kids,"Kulawarga Jajang ngarasa bahagia sareng tenang sanggeus ""Tingkeban""",Bayi Jajang teu dihaja teu dibawa ka acara,"Dina tradisi Sunda, bayi anyar lahir biasana diadakeun acara ""Tingkeban""",Acara ieu dilaksanakeun ku kulawarga Jajang pikeun anakna anu anyar lahir,Aya sesajian khusus sareng doa-doa ti sepuh,Acara ieu dimaksudkan pikeun nyuhunkeun berkah sareng kasehatan,gpt4o,jv
Fisheries and Trade,Warung Kang Asep jadi tempat favorit warga,Warung Kang Asep jadi sepi pembeli,Kang Asep boga warung lauk di pasar desa,Anjeunna sok ngajual lauk seger ti laut,Kang Asep sok ngajaga kabersihan warungna,Anjeunna oge sok silih tulungan jeung padagang séjén,gpt4o,jv
Death,Tradisi ieu dilaksanakeun pikeun mendoakan arwah supaya tenang di alam baka.,Tradisi ieu dilaksanakeun pikeun ngumpul-ngumpul sareng warga kampung.,"Di kampung Kertajaya, aya tradisi ngadoakeun almarhum sapuluh dinten sanggeus pupus",Sadaya warga ngariung pikeun maca doa,Maranéhna ogé nyiapkeun dahareun sarta dibagikeun ka nu hadir,Ieu tradisi dipercaya bisa ngabantuan perjalanan arwah nu pupus,gpt4o,jv
Socio-religious aspect of life,Euis kudu milari jalur anyar keur ngangon domba,Euis kapaksa ngojay nyebrang walungan unggal poe,Euis sering ngangon domba di peuntas walungan,"Unggal isuk, manehna ngaliwatan jembatan kai","Hiji poe, jembatan kai eta rubuh",Euis henteu tiasa ngaliwatan deui jembatan eta,gpt4o,jv
Religious Holiday,Munggahan téh tradisi pikeun nyiapkeun diri saacan puasa,Munggahan téh acara pikeun mawa bekel puasa,"Dina poé munggaran bulan Ramadan, kulawarga Ibu Siti biasa ngayakeun munggahan",Munggahan diayakeun di imahna,Kabéh anggota kulawarga kumpul di imah Ibu Siti,Arisan ogé diayakeun saatos munggahan,gpt4o,jv
Death,Sadaya anu hadir dina panguburan maké baju bodas,Baju bodas dipaké pikeun acara tahlilan,"Dina budaya Sunda, anu hadir dina panguburan biasana maké baju bodas",Baju bodas melambangkeun kasucian sareng rasa hormat ka nu maot,Kulawarga sareng rerencangan anu hadir bakal maké baju anu bersih sareng rapih,Ieu tradisi dilakukeun pikeun ngahormatan nu maot,gpt4o,jv
Socio-religious aspect of life,Warga ngarasa leuwih deukeut jeung Gusti Allah,Warga ngan datang pikeun ngambil takjil wungkul,"Dina bulan Ramadan, warga Kampung Cipinang rajin solat tarawih di masjid",Ieu solat tarawih dilakukeun unggal peuting saatos buka puasa,Sajumlah warga ogé ngabagi-bagikeun takjil ka nu butuh,Masjid pinuh ku warga anu rajin ibadah,gpt4o,jv
Socio-religious aspect of life,Dewi ngarasa leuwih sehat sanggeus nginum jamu,Dewi ngarasa tambah parah sanggeus nginum jamu,Dewi sering nginum jamu keur ngajaga kasehatan,Manehna nyieun jamu tina bahan alami,"Dina hiji poe, Dewi ngarasa teu enak awak",Manehna mutuskeun pikeun nginum jamu deui,gpt4o,jv
Agriculture,Kampung jadi semakin kompak sareng hubungan warga jadi leuwih erat.,Warga kampung jadi bosen sareng teu hayang nulungan deui.,Pak Wira boga tradisi unik nalika panén padi,Anjeunna bakal nyiapkeun tumpeng sareng syukuran pikeun warga sakampung,"Unggal taun, warga kampung antusias ngabantu prosés panén",Tradisi ieu ngajaga rasa gotong royong di kampung,gpt4o,jv
Wedding,Pangantén ngarasa tenang sanggeus meunang doa ti kolot.,Pangantén henteu ngalakukeun tradisi ieu.,"Sanggeus nikah, aya tradisi nyuhunkeun pamit ka kolot",Ieu ngalambangkeun rasa hormat ka kolot,Pangantén lalaki jeung awéwé nyuhunkeun idin pikeun ngamimitian kahirupan anyar,Kolot masihan doa restu pikeun kahirupan rumah tangga maranéhna,gpt4o,jv
Family Relationships,"Ku kituna, hubungan antar-kulawarga jadi leuwih raket sarta aman.",Sadaya kulawarga kedah mindahkeun ka kota.,"Dina kampung Ciburuy, hubungan kulawarga pohara penting",Éta kampung gaduh sistem ronda nu diputer unggal minggu,Unggal kulawarga kudu ngirim salah sahiji anggotana pikeun ngiring ronda,Ieu tradisi geus dijaga turun-temurun,gpt4o,jv
Wedding,Panganten jadi beuki harmonis sarta bahagia.,Panganten jadi teu hayang nikah deui.,"Dina tradisi Sunda, saacan nikah sok diayakeun saweran",Para tamu masrahkeun saweran ka panganten,Panganten kudu nyokot saweran kalawan riang,Ieu tradisi simbolis pikeun mendo'a rejeki panganten,gpt4o,jv
Traditional Games,Tim nu meunang meunang hadiah buku kaulinan tradisional,Tim nu meunang meunang hadiah gadget anyar,"Dina acara lomba kaulinan tradisional, aya lomba bentengan",Dua tim kudu saling serang markas lawan,Kaulinan ieu butuh strategi jeung kacepatan,Tim nu bisa nyekel benteng lawan bakal meunang,gpt4o,jv
Fisheries and Trade,Acara syukuran laut jadi ajang silaturahmi warga,Warga jadi ribut jeung bentrok dina acara,"Dina acara syukuran laut di desa Karangtengah, warga sok ngumpul di pantai",Aya tradisi ngadoakeun laut sareng lingkungan sekitar,Warga ngumpulkeun hasil laut pikeun dibagikeun ka sakumna warga,Ieu tradisi ngajarkeun silih tulungan jeung rasa syukur,gpt4o,jv
Art,Murid-murid jadi leuwih mikaresep seni sastra Sunda,Murid-murid resep kana pupuh tapi teu pernah milu lomba,Ibu Tati téh guru seni di SMA Cendana,Anjeunna sok ngadamel acara lomba pupuh pikeun murid-muridna,Pupuh téh salah sahiji bentuk puisi Sunda anu tradisional,Ibu Tati keukeuh ngajarkeun pupuh sangkan henteu leungit,gpt4o,jv
Wedding,Busana adat ieu ngabuktikeun rasa hormat ka tradisi Sunda,Pangantén lalaki leuwih katingali gagah tibatan pangantén awéwé,"Dina acara pernikahan Sunda, pangantén lalaki maké baju adat Sunda",Baju adat lalaki biasana maké baju kampret jeung iket,Sedengkeun pangantén awéwé maké kebaya jeung siger,Keduana katingali elegan jeung mulya,gpt4o,jv
Wedding,Hiasan ieu nambahkeun kaindahan sareng kasakralan acara,Hiasan ieu dijual saatos acara selesai,Lokasi pernikahan dina budaya Sunda sering dilaksanakeun di bale desa atawa di imah panganten awewe,Bale desa disiapkeun kalayan hiasan tradisional Sunda,Hiasan-hiasan ieu nganggo bahan alami sapertos daun kelapa jeung kembang,Ieu ngagambarkeun kecintaan kana alam sarta budaya Sunda,gpt4o,jv
Religious Holiday,Lebaran jadi momen silaturahmi anu penting pikeun kulawarga Kamil.,Kulawarga Kamil teu merayakan Lebaran taun ieu.,"Dina Lebaran, kulawarga Kamil sok ngumpul di imah akina",Aranjeunna silih hampura sarta ngadoakeun,Saterusna maranéhna babarengan tuang ketupat jeung opor,Ieu tradisi teu kantos kaliwat saban taun,gpt4o,jv
Death,Warisan dibagi sacara adil sareng rukun.,Warisan dihabiskeun pikeun pesta ulang taun.,"Dina budaya Sunda, nalika aya anu tilar dunya, kolot biasana masihan wasiat ngeunaan warisan","Warisan ieu tiasa berbentuk tanah, imah, atanapi barang-barang berharga",Wasiat ieu penting pikeun ngatur warisan supaya teu aya perselisihan diantara ahli waris,Kolot biasana ngajelaskeun hal ieu ka anak-anakna samemeh maranéhna tilar dunya,gpt4o,jv
Fisheries and Trade,Tradisi ieu ngajarkeun barudakna ngarumasa kana pentingna pangajén kana alam.,Pak Dedi teu pernah ngurus lauk emasna.,Pak Dedi boga tradisi nyimpen lauk emas di kolam leutik di imahna,Lauk emas téh dianggap pamawa rejeki di kulawargana,"Unggal taun, manéhna jeung kulawargana ngalakukeun upacara sakral pikeun lauk emasna",Pak Dedi boga kapercayaan yén lauk emas téh mangrupa simbol kaharmonisan,gpt4o,jv
Religious Holiday,Tradisi kurban ieu ngajarkeun pentingna berbagi ka sesama,"Sanggeus nyembelihan kurban, maranéhna langsung ngariung di rumah makan","Dina poé Idul Adha, warga kampung sok ngumpul di lapang pikeun solat Ied","Sanggeus solat, maranéhna nyembelihan kurban",Daging kurban dibagikeun ka warga kampung,Warga kampung ngalakukeun tradisi ieu kalayan sumanget,gpt4o,jv
Food,Babaturanana resep pisan kana peuyeum ti Bandung,Ujang henteu mendakan peuyeum di pasar,"Di pasar tradisional, Ujang milarian peuyeum Bandung pikeun dibawa ka kota",Ujang mendakan hiji kios anu ngajual peuyeum kualitas luhur,Anjeunna mésér sababaraha bungkus peuyeum,Ujang bungah tiasa nyandak peuyeum ka babaturanana di kota,gpt4o,jv
Wedding,Para tamu bungah ngarasakeun kadaharan anu enak sarta tradisional.,Para tamu teu ngarasa wareg ku kadaharan anu disajikeun.,"Dina acara pernikahan, kadaharan anu disajikeun biasana kadaharan tradisional Sunda","Aya nasi tumpeng, sate maranggi, jeung kueh tradisional",Kaluarga panganten lalaki jeung awewe sabilulungan masak,Kadaharan disajikeun dina daun pisang,gpt4o,jv
Death,Ieu téh minangka panghormat pangahir ku cara Sunda,Kulawarga Kani teu ngatur acara naon-naon,"Dina kaayaan duka, kulawarga Kani ngayakeun upacara nyanghareupan jenazah miturut adat Sunda",Kulawarga jeung tatangga daratang keur ngalakukeun ta'ziah,Sora tahlil ngagema di imah Kani,"Sasarina, sanggeus ngubur jenazah, kulawarga ngalakukeun tahlilan salila tujuh poé",gpt4o,jv
Pregnancy and Kids,Tradisi ieu dianggap penting ku warga Sunda,Orok langsung diajar nyarita sanggeus upacara,"Saatos lahir, orok biasana diayakeun acara ""Puputan""","Dina upacara ieu, tangkal kalapa dipotong sareng dipasihan ka orok",Maksudna supaya orok téh kuat sareng panjang umur,Orok ogé dibaturan ku salapan rupa sesajen,gpt4o,jv
Art,Karinding ngajaga nilai-nilai tradisi Sunda,Karinding teu penting dina pernikahan adat,"Dina pernikahan adat Sunda, karinding sok dipaénkeun",Suara karinding ngadamel suasana langkung hikmat,Alat musik tradisional ieu dipaénkeun ku sepuh-sepuh lembur,Karinding mangrupikeun bagian penting tina ritual adat,gpt4o,jv
Art,Wawan jadi pinunjul dina kaulinan angklung di kampungna,Wawan ninggalkeun angklung sarta jadi penyanyi pop,Wawan resep maén angklung ti leuleutik,Anjeunna sering latihan di sanggar seni,Anjeunna ogé sering tampil di acara-acara adat,Kulawargana bangga ka Wawan,gpt4o,jv
Religious Holiday,Mesjid siap dipaké pikeun ibadah salila bulan Ramadhan,Barudak henteu angkat ka mesjid sabab sieun kotor,"Saacan bulan Ramadhan, warga kampung sok ngabersihan mesjid","Maranéhna bawa sapu, ember, jeung alat-alat beberesih séjénna",Kaulinan barudak ogé diatur supaya teu ngaganggu prosés beberesih,"Dina hiji minggu, mesjid jadi resik",gpt4o,jv
Art,Budak-budak di kampung jadi leuwih ngahargaan seni angklung,Budak-budak di kampung jadi bosen kana latihan angklung,Asep atanapi anu sok disarebut Kang Asep téh pamaén angklung di kampungna,Anjeunna ngalatih budak-budak sakola dasar maén angklung,Angklung téh sok dipaké dina upacara adat sareng acara sakola,Kang Asep teu pernah lelah ngajarkeun kasenian ieu ka generasi ngora,gpt4o,jv
Socio-religious aspect of life,Tradisi ieu ngajaga kaimanan warga desa.,Warga desa ngadamel pesta gede-gedean.,"Dina peuting Jum'at, warga desa ngumpul di bale desa pikeun ngalakukeun solat berjamaah",Solat Jum'at di bale desa mangrupa tradisi anu turun-temurun,"Sanggeus solat, arangkalana aya ceramah agama","Ku kituna, warga desa jadi langkung ngartos ajaran agama",gpt4o,jv
Religious Holiday,Tradisi ieu ngajaga rasa kaimanan sareng kebersamaan di antara warga.,Barudak ngarak bedug ka kota séjén.,"Dina Malam Takbiran, barudak ngumpul di alun-alun desa",Maranéhna mawa bedug sarta alat musik séjén,Arak-arakan takbiran ngurilingan desa,Sora takbir ngagembrung ti unggal juru,gpt4o,jv
Wedding,Ieu baju adat nambahkeun kasakralan upacara pernikahan,Panganten lalaki jeung awewe tukar baju keur lucu-lucuan,"Dina upacara pernikahan Sunda, panganten awewe biasana make kebaya jeung siger",Siger teh mahkota tradisional nu dipake dina sirah panganten awewe,Kebaya jeung siger teh lambang kaendahan jeung kearifan budaya Sunda,Panganten lalaki biasana make baju adat Sunda nu disebut beskap,gpt4o,jv
Death,Warisan dibagi sacara adil pikeun ngajaga karukunan kulawarga.,Warisan dibagi sacara acak pikeun ngajaga tradisi.,"Dina budaya Sunda, warisan dibagi sacara adil ka ahli waris",Biasana dibagi saatos acara pamakaman sareng acara nujuh poé,"Warisan bisa mangrupa taneuh, imah, atawa barang berharga",Keluarga ngahormat hasil pembagian ieu,gpt4o,jv
Death,Ahli waris mutuskeun pikeun ngabagi harta warisan ku cara musyawarah.,Ahli waris mutuskeun pikeun ngajual sakabéh harta warisan.,"Nalika Eyang Tina pupus, sadaya ahli waris dikumpulkeun di imah",Aya sawatara harta warisan anu kedah dibagi,Eyang Tina parantos nyerat surat wasiat kanggo ngabagi harta na,Tapi aya sakedik pasualan anu timbul di antara ahli waris,gpt4o,jv
Food,Lotek jadi kadaharan favorit keluarga Sari,Lotek dipikaresep ku sadaya warga desa,Keluarga Sari resep pisan kana lotek,Lotek téh kadaharan tradisional anu séhat,"Unggal minggu, keluarga Sari sok ngadamel lotek babarengan",Lotek jadi momen keur ngahiji keluarga,gpt4o,jv
Agriculture,Tradisi ieu ngajaga hasil panén Mang Ujang ti serangan hama,Mang Ujang teu percaya deui kana tradisi ieu,Mang Ujang téh patani anu rajin di lemburna,Unggal taun manéhna sok ngadamel upacara adat ngusir hama,Upacara ieu dilakukeun sakulawarga kalayan haturan kana karuhun,Mang Ujang yakin ieu tradisi ngajaga hasil panénna,gpt4o,jv
Family Relationships,Tradisi ieu ngajaga hubungan kulawarga tetep akrab,Wira henteu pernah masak nasi,Keluarga Wira gaduh tradisi ngumpul tiap Minggu,Maranéhanana biasa masak babarengan,Unggal anggota kulawarga boga tugas sorangan,Wira sok ngurus masak nasi,gpt4o,jv
Daily Activities,Aranjeunna sering meunang juara dina festival seni,Tetangga Siti henteu resep kana sora angklung,Tetangga Siti sok ngadangu sora angklung ti imahna,Siti sering latihan angklung sareng barudak sakola,Aranjeunna latihan pikeun festival seni budaya,Siti boga impian pikeun ngenalkeun budaya Sunda ka sakumna dunya,gpt4o,jv
Pregnancy and Kids,Upacara nuju bulanan ieu jadi ajang silaturahmi sareng doa pikeun ibu sareng orok,Barudak kudu puasa samemeh acara dimulai,"Dina budaya Sunda, aya tradisi nu disebut ""nujuh bulanan"" pikeun ibu hamil",Keluarga ngadamel upacara doa sareng syukuran,"Dina acara éta, barudak ngadahar rupa-rupa jajanan tradisional",Acara ieu dipungkas ku doa pikeun kaséhatan ibu jeung orok,gpt4o,jv
Traditional Games,Lilis ahli maén congklak.,Lilis teu resep maén congklak.,Lilis sering maén congklak di teras imahna,Congklak téh kaulinan tradisional anu merlukeun strategi jeung kacepetan,Lilis sok latihan sorangan supaya leuwih jago,Babaturanana sok kagum ku kamampuh Lilis,gpt4o,jv
Death,Tradisi ngalungkeun kembang ieu ngagambarkeun rasa hormat sarta kenangan ka almarhum,Kembang nu dipaké kudu kembang buatan ti plastik,"Dina budaya Sunda, aya tradisi ""ngalungkeun kembang"" di makam almarhum",Kembang-kembang ieu dipasang dina pusara minangka lambang cinta sarta hormat ka nu geus tilar dunya,Kembang nu biasa dipaké nyaéta kembang melati sarta mawar,Tradisi ieu dilakukeun unggal kali ziarah,gpt4o,jv
Pregnancy and Kids,Barudak bakal ngajaga jeung nuluykeun tradisi budaya Sunda,Barudak bakal gampang meunang pagawéan di pamaréntahan,"Dina budaya Sunda, ngajarkeun basa Sunda ka barudak téh mangrupakeun hal anu penting",Kolot biasana bakal ngobrol jeung barudak make basa Sunda sapopoe,Ieu dilakukeun supaya barudak teu poho kana basa jeung budaya sorangan,Barudak ogé bakal diajarkeun kasopanan jeung tata krama Sunda,gpt4o,jv
Art,Barudak di kampung jadi resep tari Jaipong,Tari Jaipong henteu dipikaresep ku warga kampung,Neng Siti hiji budayawan anu mikacinta seni tari tradisional Sunda,Anjeunna sering mintonkeun tari Jaipong dina acara-acara adat,Neng Siti ogé ngajarkeun tari Jaipong ka barudak di sakola,Tari Jaipong téh mangrupakeun simbol kabudayaan Sunda anu kacida dipikaresepna,gpt4o,jv
Death,Acara nyuguh dilaksanakeun kalayan lancar.,Warga teu hadir ka acara nyuguh.,"Sanggeus mayit dikubur, warga sabudeureun bakal ngayakeun acara nyuguh",Nyuguh nyaéta acara nyiapkeun dahar keur nu datang,Ieu acara dilaksanakeun kanggo ngahormat ka anu pupus,Sadaya warga satempat bakal datang jeung silaturahmi,gpt4o,jv
Pregnancy and Kids,Tradisi ieu ngajaga hubungan anu harmonis antara kolot jeung anak,Anak-anak henteu diwajibkan pikeun hadir dina tradisi ieu,"Dina budaya Sunda, aya tradisi ""Ngunjung"" ka kolot nalika lebaran",Ieu tradisi dilakukeun pikeun nyuhunkeun hampura jeung nembongkeun rasa hormat ka kolot,Aya silaturahmi jeung kulawarga jauh,Kolot sering méré nasihat jeung doa pikeun anak-anakna,gpt4o,jv
Family Relationships,Hajatan téh ngajaga kerukunan jeung gotong royong di kampung,Hajatan téh ngajaga gengsi keluarga Darto,"Dina unggal acara hajatan, keluarga Darto sok ngundang tetangga sakampung",Tetangga sok datang jeung mawa kadaharan pikeun dibagikeun,Darto sok ngabantosan bapana ngatur acara hajatan,Hajatan téh janten ajang silaturahmi jeung kerjasama warga kampung,gpt4o,jv
Food,Bajigur jadi inuman favorit Ujang pikeun ngamimitian poé,Ujang nginum bajigur di kantor saban isuk,Ujang resep nginum bajigur,Bajigur téh inuman tradisional anu haneut,"Saban isuk-isuk, Ujang sok nginum bajigur sateuacan damel",Bajigur ngabantu Ujang biar tetep kuat dina damel,gpt4o,jv
Religious Holiday,Acara munggahan ieu nguatkeun hubungan silaturahmi diantara warga,Acara munggahan ieu sering kali teu dihadiran ku warga,"Tilu poe samemeh Puasa, warga desa biasana ngayakeun acara munggahan","Dina acara munggahan ieu, maranéhna silih pangampura jeung silih doa",Aya ogé tradisi nyiapkeun dahareun khas saperti nasi tumpeng jeung lauk bakar,"Salila acara, kabéh warga kumpul jeung silaturahmi",gpt4o,jv
Death,Kulawarga Raden Ayu melu ninggalaken dheweke nganggo tata cara adat.,Kulawarga Raden Ayu ora melu ninggalaken dheweke nganggo tata cara adat.,"Raden Ayu seda, kulawarga kudu nindakake upacara adat Jawa",Kulawarga kudu nganggo busana sederhana,Raden Ayu kudu dikubur nganggo prosesi adat,Kulawarga kudu njaga pusara Raden Ayu,llama,su
Fisheries and Trade,Iwak kang dadi hasil panen warga bakal dibagi-bagi kanggo warga desa.,Para warga desa njupuk akeh iwak lan njualake menyang kutha.,"Nalika malem Jumat Legi, warga desa ngadhep ing pinggir kali kanggo njupuk iwak",Para warga nganggo jaring kanggo njupuk iwak,Tradisi njupuk iwak iki dadi warisan saka leluhur,Para warga desa nganut tradisi iki kanggo njaga lingkungan,llama,su
Religious Holiday,Para warga désa ndarbèni rasa syukur lan kegembiraan amarga bisa nandai pungkasane Ramadhan sacara meriah.,Para warga désa ora bisa nandai pungkasane Ramadhan sacara meriah amarga ora ana upacara.,"Saben taun, warga désa nganakake upacara Grebeg Syawal kanggo nandai pungkasane Ramadhan",Upacara iki dadi sumber rasa syukur lan kegembiraan kanggo para warga,Warga désa rame-rame nyiapake kudapan lan tetandhingan kanggo ngiringi upacara,Mereka uga nggawe kembang lan tetandhingan kanggo diarak sadurunge upacara,llama,su
Agriculture,Aku lan adhikku njelajahi babagan cara nandur pari supaya bisa milih werna pari kang paling bagus.,Aku bakal milih werna pari kanggo mangsa ngarep.,Kulo lan kancaku sedoyo milih werna pari,Aku sinau babagan cara milih werna pari saka ibu,Aku lan kancaku milih werna pari kang paling bagus,Aku ora suka milih werna pari amarga aku milih nggoleki wong kang milih werna pari,llama,su
