topic,correct_ending,incorrect_ending,sentence_1,sentence_2,sentence_3,sentence_4,generated_by,language
,Maudy langsung berkata akan ke rumah sekarang begitu Bapak menghubunginya melalui telepon.,Maudy berkata akan mendaftar ke universitas yang diinginkan Vika.,Vika sedih karena gagal masuk ke universitas yang ia inginkan.,Beberapa hari ini Vika mengurung diri di kamar.,Ibu dan Bapak khawatir dengan keadaan Vika.,"Bapak pun berinisiatif meminta sepupu terdekat Vika, Maudy, untuk menginap di rumah agar bisa menemani Vika.",,
,Yoora pernah dikhianati dan membuatnya tidak lagi percaya kepada orang lain,Yoora perempuan lemah yang bergantung pada orang lain,Yoora lebih senang hidup sendiri,Yoora akan marah jika seseorang mengganggu kehidupannya,Yoora tidak memiliki teman,Yoora dapat melindungi dirinya sendiri,,
,Bahkan di akhir pekan ia harus les piano dan matematika,Memiliki tempat les sendiri adalah keinginan Hima,Hima sedang bosan sekali les,"Dalam seminggu, jadwalnya penuh dengan les","Di hari Senin, Rabu dan Jum'at ia harus les bahasa",Hari Selasa dan Kamis ia harus les lukis,,
,Hesti berencana untuk pulang ke rumah dua bulan lagi pada saat hari raya.,Hesti tidak akan pulang ke rumah pada saat hari raya nanti.,Foto di meja kamar Hesti merupakan foto dirinya dan kedua orang tuanya.,Sekarang Hesti berada di tempat yang jauh dari rumah.,Sudah setahun berlalu sejak terakhir Hesti berkumpul dengan Ayah dan Bunda.,"Hesti rindu sekali dengan orang tuanya, ia ingin bertemu.",,
,"Dana berusaha berlari menghampiri Vera tetapi terlambat, kepala Vera sudah terhantam bola basket.",Dana berusaha berlari menuju gerbang sekolah.,Teriakan Dana mengagetkan banyak anak.,Sekarang adalah jam istirahat pertama di sekolah.,Sebuah bola basket terlihat melayang dari arah Dana dan teman-temannya yang sedang bermain basket.,Bola tersebut mengarah ke Vera yang berjalan melintasi lapangan sekolah dengan telinga terpasang earphone.,,
,Vas bunga tersebut jatuh dan pecah.,Vas bunga tersebut berwarna putih.,Ova membersihkan meja ruang tamu dengan kemoceng.,Ova melakukannya sambil melamun.,Ia memikirkan tugas mengarangnya yang baru selesai setengah.,Kemoceng yang dipakai Ova tanpa sengaja menyenggol vas bunga di atas meja.,,
,Uli tidak ikut pergi dengan ibu,Ibu dan Uli pergi bersama ke pusat perbelanjaan,Ibu berpamitan kepada Uli,Ibu akan pergi ke rumay kakaknya,Ada hal penting yang harus segera dibicarakan,Uli menurut untuk tinggal di rumah saja,,
,Alcatraz dan Vion menyukai pelajaran berhitung,Alcatraz tidak pernah mengikuti lomba matematika tingkat Nasional,Alcatraz menyukai pelajaran berhitung,Alcatraz sering mengikuti lomba matematika tingkat Nasional,Vion adalah teman sekolah Alcatraz yang juga suka berhitung,Vion tidak suka mengikuti lomba matematika tingkat Nasional,,
,"Di tengah perjalanan, Lila muntah karena pusing",Ia lebih memilih untuk menyetir bus kelasnya,Siswa SD Harapan akan karyawisata ke kebun binatang sebagai penanda kenaikan kelas,Mereka pergi naik bus karyawisata,Lila mendapat kursi di belakang karena ia terlambat datang,Ia merasa pusing dan mual duduk di kursi belakang,,
,Ia menggunakan teleskop itu untuk mengamati bintang,Teleskop itu hanya digunakan saat Wiwit mengerjakan PR,Wiwit baru saja membeli teleskop mini,Ia membeli setelah menabung sekian lama,Wiwit ingin membeli teleskop setelah ia pergi ke planetarium tahun lalu,Ia meletakkan teleskop itu di kamarnya,,
,Air telah menggenangi lantai kamar Aris.,Air telah surut.,Kecerobohan Aris berakibat buruk.,Aris semalam lupa mematikan keran air.,Ia tertidur ketika sedang menunggu bak mandi penuh.,Aris terbangun di pagi hari ketika ponselnya yang terdorong jatuh ke lantai mengeluarkan bunyi plung.,,
,"Sebelum makan, Rendy mengucapkan terima kasih kepada Ibu atas masakannya malam ini.","Sebelum makan, Rendy bertanya kenapa ikan kembungnya hanya ada satu.",Makan malam sudah tersaji di meja makan.,"Ada nasi putih, sayur asam, ikan kembung goreng, lengkap dengan sambal terasi ",Semuanya adalah makanan kesukaan Rendy.,Ibu khusus memasaknya untuk merayakan keberhasilan Rendy lulus ujian kenaikan tingkat taekwondo tadi siang.,,
,"Namun, pengendara itu malah menyalahkan Reno",Pengendara motor harus menggunakan helm,Reno kesal sekali pada pengendara motor di hadapannya,Pengendara ini mengebut di jalan,Kecepatannya yang tinggi membuatnya telat berhenti,Akhirnya motor itu menabrak bagian belakang mobil Reno,,
,Julia merasa hidupnya lebih berwarna,Julia ingin mengakhiri hidupnya saja,Julia merasa hidupnya tak ada artinya,Gara hadir ke hidup Julia,Gara menawarkan tawa dan senyuman,Julia menerima kebahagiaan yang diberikan Gara,,
,Kelompok Barry menjadi kelompok dengan gerakan senam terbaik,Barry tidak bisa menciptakan musik,Barry harus menciptakan musik yang dinamis,Kelompok Barry harus menjalani ujian senam,Barry meminta saran dari teman-temannya,Barry dan kelompoknya berlatih dengan keras,,
,Nuel sering merasa mengantuk ,Nuel mudah tidur ketika dia ingin tidur,Nuel sulit tidur di malam hari,Nuel lebih memilih tidur di pagi hari,Kebiasaan Nuel tidak baik untuk kesehatannya,Nuel juga memiliki kualitas tidur yang buruk,,
,Dilan melanggar hukum yang telah ditetapkan pemerintah,Dilan tidak bersalah jika berkerumun,Indonesia sedang dilanda pandemi,Masyarakat harus menjaga diri,Pemerintah melarang masyarakat untuk berkerumun,Dilan menyelenggarakan pesta di rumahnya,,
,Nenek moyang para petani juga menggunakan teknik tumpang sari,Banyak lahan kosong di desa para petani,Petani menanam padi dengan teknik tumpang sari,Lahan di desa para petani sangat terbatas,Petani mencegah terjadinya longsor,Petani menerapkan ilmu yang diajarkan nenek moyang mereka,,
,Mereka mengajak anak-anak untuk mengelilingi kebun teh yang ada di sekitar mereka,Mereka mendorong bus bersama-sama agar cepat sampai,"Sudah empat jam berlalu, tetapi bus yang membawa rombongan SD Harapan masih tertahan",Bus mereka terkena dampak pengalihan arus di jalur puncak,Anak-anak sudah mulai bosan menunggu lama di dalam bus,Guru-guru berinisiatif untuk menghibur anak-anak yang bosan,,
,Dia tidak akan makan junk food lagi,Didit tidak bisa menolak godaan junk food,Minggu kemarin Didit masuk rumah sakit,Dia terkena penyakit usus buntu,Akhir-akhir ini dia sering sekali memakan junk food,Sekarang dia menjadi jera,,
,Akibatnya ia harus istirahat di ruang kesehatan,Melvin memarahi bola yang membuatnya pusing,Kepala Melvin masih terasa pusing,"Pada jam olahraga, kelasnya sedang praktek voli","Dengan semangat, Melvin mengikuti gerakan dari kartun kesukaannya","Bukannya berhasil memukul bola, benda bundar itu justru mengenai kepalanya",,
,Gibran memaksa Nova untuk masuk ke organisasinya,Nova hanya menjadi anggota organisasi,Nova adalah ketua organisasi keilmuan,Gibran ketua organisasi kesenian,Nova dan Gibran berada di bidang yang berbeda,Nova tidak bisa bergabung dengan Gibran,,
,Adit pasti datang ke acara reuni tersebut,Adit mengucapkan salam perpisahan sambil menangis lima tahun yang lalu,Adit berpisah dengan Alma lima tahun lalu,Adit pergi tanpa sempat mengucapkan salam perpisahan,Kali ini Adit ingin bertemu dengan Alma,Acara reuni sekolahnya akan menjadi ajang baginya bertemu Alma kembali,,
,Normal memenangkan pemilihan umum,Norman menjadi tim sukses dari kampanye lawan,Norman ingin menjadi presiden di organisasinya,Norman harus mengikuti rangkaian pemilihan umum,Norman melakukan kampanye agar orang-orang memilihnya,Norman berhasil mengambil hati banyak orang dibandingkan lawannya,,
,Keinginan Sandhika mustahil untuk terwujud,Sandhika selalu pergi dengan ayahnya,Sandhika sangat merindukan ayahnya,Ayah Sandhika meninggal saat ia masih kecil,Sandhika berharap dapat memutar ulang waktu,Sandhika ingin bertemu lagi dengan ayahnya,,
,Minfa memiliki empat bantal di ruang santainya,Minfa tidak suka membeli bantal,Minfa membeli banyak bantal,Minfa membeli dua bantal bulat,Minfa juga membeli dua bantal cinta,Minfa meletakkan bantal tersebut di ruang santai,,
,"Meski beberapa bukunya basah, tetapi buku-buku tersebut masih bisa digunakan",Ia menjualnya untuk membeli perahu karet,Banjir kembali melanda komplek perumahan Raisa,"Mau tidak mau, keluarganya harus mengungsi sementara",Mereka mengungsi ke rumah kakek,Raisa membawa semua kebutuhan sekolahnya yang masih bisa diselamatkan,,
,Hasil karyanya ia jual kepada teman-temannya,Rumah Aura sangat menjijikkan,"Sejak kecil, Aura senang mengumpulkan barang-barang bekas","Ia mengumpulkan barang-barang bekas kecil seperti botol plastik, kertas kado dan tutup botol",Barang-barang bekas itu ia bersihkan dan diubah menjadi pernak-pernik unik,"Sementara, barang bekas yang belum dipakai ia simpan di ruangan khusus",,
,Anggi sangat menyukai kerupuk.,Anggi tidak suka makan kerupuk.,Anggi tidak bisa makan jika tidak ada kerupuk.,Di rumah Anggi selalu tersedia satu stoples besar berisi kerupuk.,"Ketika makan nasi dengan lauk dan sayur apa pun, Anggi pasti menambahkan kerupuk.","Makanan berkuah seperti bakso, soto, ataupun sup, juga dimakan dengan kerupuk oleh Anggi.",,
,Sekar memesan teh dan Sachi memesan susu,Sekar dan Sachi tidak mampu pergi ke restoran,Sekar suka meminum teh,Sachi suka meminum susu,Sekar dan Sachi pergi ke restoran,Sekar dan Sachi memesan minuman,,
,Skenario yang dibuat Ririn sangat bagus dan detail,Ririn hanya bisa menari latar dalam pementasan drama,Ririn membuat skenario untuk pementasan drama,Pemain drama menghafalkan skenario yang dibuat oleh Ririn,Ririn sangat pandai dalam membuat skenario,Sutradara memuji hasil kerja keras Ririn,,
,Cila sangat menyayangi burung merpatinya,Burung merpati Cila hilang,Cila memelihara seekor burung merpati,Cila menceritakan banyak hal kepada burung merpati,Burung merpati selalu diam mendengarkan,Burung merpati sering terbang namun tahu arah pulang,,
,Fanya berhasil berpidato dengan baik berkat dukungn Chiara,Fanya tidak mau berpidato,Fanya harus berpidato di hadapan banyak orang,Fanya merasa sangat grogi,Fanya takut mempermalukan dirinya sendiri,Chiara menyemangati Fanya untuk percaya diri,,
,Tiro menikmati hidupnya yang bebas,Tiro selalu ingin pulang ke rumahnya,Tiro sangat senang mencoba hal baru,Tiro tidak memiliki tempat tinggal tetap,Tiro hidup secara nomaden,Tiro tidak memiliki tempat untuk pulang,,
,Ia sangat sedih dan ingin segera sembuh,Mamat berganti olahraga menjadi bola voli,"Sore itu, lapangan bola di sekolah sangat ramai","Seperti biasa, tim sepakbola sekolah berlatih untuk persiapan pertandingan","Sayangnya, Mamat hanya bisa melihat dari kejauhan",Kakinya sedang cedera dan tidak diperbolehkan ikut sepak bola untuk sementara,,
,Mereka senang bisa berbagi keseruan dengan teman-teman lewat board game,Hal ini dilakukan agar teman-temannya kecanduan bermain board game dan jadi malas belajar,Andi dan Indra sangat suka bermain board game,Board game kesukaan Andi dan Indra adalah board game klasik ,Mereka mengoleksi berbagai board game di rumah,Andi dan Indra sering mengajak teman-temannya untuk ikut bermain board game bersama,,
,Akhirnya Tito selalu pasrah dan menjalankan saja apa pun tugas yang diberikan kepadanya.,Akhirnya Tito berniat pindah kelas agar tidak perlu menjadi ketua kelas.,Tito terpilih menjadi ketua kelas lagi di kelas 11 IPS 3 sekarang.,"Ketika kelas 10, Tito juga terpilih menjadi ketua kelas.","Tito tidak pernah mencalonkan diri, tetapi ia tidak bisa menolak jika dicalonkan.",Tito tidak tahu caranya menolak tanpa menimbulkan rasa tidak enak baik pada dirinya mau pun pada sekitarnya.,,
,Erin tidak bisa bersikap supportif,Erin hanya pasrah dengan hasil setiap lombanya,Erin mengukir prestasi yang membanggakan,Erin mengikuti banyak lomba selama sekolah,Erin tidak mau mengalami kekalahan,Erin selalu berusaha keras untuk menanf,,
,"Ari mengambil perahu kertas itu, lalu berlari ditengah hujan menyusul si gadis dengan riang.","""Ayo ari, bekalmu sudah siap kan?"" ucap si gadis lagi.","""gadis, ayo keluar dan main hujan!"" Suara manis yang selalu ditunggu gadis ketika hujan turun akhirnya datang.","Seperti biasa, gadis selalu senang ketika hujan, apalagi hujan di sore hari.","Karena ia akan dapat bermain hujan dengan temannya, ari.","""ayoo ari, kita hanyutkan perahu kertas ini"" ucap gadi dengan semangat sambil memberi sebuah perahu kertas pada ari.",,
,Zano menuruti permintaan Kiano,Zane berlibur sendirian ke kebun binatang,Zane pergi berlibur ke kebun binatang,Kiano juga ikut Zane ke kebun binatang,Zane mengambil beberapa gambar binatang,Kiano meminta Zano untuk mengambilkan gambarnya,,
,Gabriel kehilangan istri dan anaknya,Gabriel telah menjadi seorang ayah dari kelahiran anak pertamanya,Gabriel akan segera menjadi seorang ayah,Istri Gabriel sedang berusaha melahirkan anaknya,Gabriel mendoakan agar anak dan istrinya selamat,Istri Gabriel tidak dapat diselamatkan,,
,Ervino tidak bekerja menjadi seorang hakim,Ervino seorang hakim yang adil,Seorang hakim harus memutuskan perkara di dalam sidang,Hakim harus memiliki keadilan,Ervino sering tidak adil ketika membuat keputusan,Ervino tidak bekerja di bidang hukum dan persidangan,,
,Akhirnya Revan memutuskan untuk pulang ke rumah naik ojek saja.,Akhirnya Revan memutuskan untuk membeli bakpao di dekat halte bus.,Revan duduk di kursi halte bus dekat sekolahnya.,Bus yang menuju rumahnya tidak datang-datang.,Revan sudah menunggu selama satu jam.,Ia mulai merasa lelah karena malam semakin larut.,,
,Catarina tidak bisa melupakan sahabatnya,Catarina adalah orang yang sangat mudah melupakan sesuatu,Catarina menangis sedih,Bayang-bayang sahabatnya tidak juga pergi dari ingatannya,Catarina ingin melepas kesedihannya,Catarina merindukan sahabatnya,,
,Akhirnya Irma diare karena meminum cuka terlalu banyak,Irma meminum cuka terlalu sedikit akhirnya sakit perut,"Sejak kemarin, Irma tidak berhenti buang-buang air",Kemarin ia menemukan sebotol soda di kulkas,Ia langsung meneguk cukup banyak,Ternyata isinya adalah cuka pempek yang sangat pedas,,
,Ella hanya memikirkan bagaimana agar esok ia tetap dapat makan,Ella tinggal bersama adiknya,Ella tinggal di sebuah kontrakan kumuh,Ella tidak memiliki orang tua atau keluarga,Ella bekerja untuk memenuhi kebutuhan hidupnya,Ella tidak melanjutkan sekolahnya,,
,Tian adalah anak yang penakut,Tian berani berada di dalam rumah kosong tersebut,Tian tinggal di sebelah rumah kosong,Tian selalu takut jika melewati rumah kosong tersebut,Tian berteriak jika ada sesuatu yang menyeramkan,Tian berlari dan berteriak ketakutan saat melewati rumah kosong tersebut,,
,Supir bus mengingatkan agar penumpang tidak main hakim sendiri,Dompet sebaiknya diletakkan di tempat aman,Penumpang bus masih emosi,Seorang copet tertangkap basah saat melakukan aksinya,Ia hendak mengambil dompet seorang penumpang,Penumpang bus yang marah langsung menyerang copet tersebut,,
,Erin tidak peduli dengan orang-orang yang menjelekkannya,Erin marah dengan ejekan Ratna,Ratna meraih peringkat pertama di kelas,Erin meraih peringkat sepuluh,Ratna mengejek Erin yang berada di bawahnya,Erin tidak mendengarkan ejekan Ratna,,
,Sate yang sudah jadi dimakan bersama-sama,"Sate dapat dibuat dari berbagai hewan, seperti kambing dan sapi","Setiap berkumpul, keluarga besar Pak Miro akan mengadakan bakar sate",Biasanya mereka berbagi tugas,Sebagian bertugas menyiapkan daging dan bumbu,Sisanya bertugas untuk menyiapkan alat bakar sate,,
,Sari dan Tiroi dapat melalui hubungan jarak jauh mereka,Sari mengkhianati Tikno,Sari menjalin hungan jarak jauh dengan Tiroi,Tiroi harus bekerja di kota seberang,Sari harus menetap untuk tetap berkuliah,Sari dan Tiroi rajin berkabar setiap waktu,,
,"""Absurd sekali"" Ia terlihat tidak berminat membahas hal ini dan langsung mengalihkan ke topik lain.",Pelayan itu menggunakan bsana yang serasi dengan dekorasi toko.,"""Enteng sekali kau mengatakan cinta2. Memangnya apa itu cinta?"" ucapnya sambil mengunyah makanan.","""Bagiku cinta itu bukan teori yang harus dijabarkan pengertiannya. "" Aku menjawab dengan bersemangat ","""Lalu bagaimana kau bisa tau siapa orangnya?"" tanya-nya lagi.","""Kau akan tau orangnya saat kau merasakan getarnya. Semudah itu. Dan seindah itu"" suaraku agak kumur-kumur ketika menjawabnya.",,
,Mereka memutuskan membantu Jio bersih-bersih sebelum mengerjakan tugas,"Agar kamar nyaman, ada baiknya diberi pengharum ruangan",Kelompok Indra memutuskan untuk mengerjakan tugas di kontrakan Jio,"Sesampainya di kontrakan Jio, mereka semua kaget",Kontrakan Jio sangat kotor,"Bajunya berserakan, tidak terpisah antara yang bersih dan kotor",,
,Akhirnya Ibu bertindak tegas dan mengurangi uang jajannya,Ia membuka situs tersebut untuk bekerja,Zuzu adalah anak yang boros,Ia seringkali menghamburkan uang untuk barang yang tidak ia butuhkan,Uang jajan yang diberikan oleh orangtuanya selalu habis,Setiap hari ia membuka situs belanja online,,
,Adik tidak mendapatkan roti,Adik mengambil semua roti keju,Adik suka roti keju,Kakak menyukai roti coklat,Mama hanya membeli roti coklat,Adik tidak menyukai roti coklat,,
,Ibu menyuruh Cakka untuk bersiap-siap karena sebentar lagi guru lesnya akan datang.,Ibu menyuruh Cakka untuk tidur lagi.,Cakka tersadar dari tidurnya.,Suara ketukan pintu membangunkannya.,Jam dinding menunjukkan pukul tiga sore.,Terdengar suara Ibu dari luar pintu kamarnya seiring dengan ketukan pintu.,,
,Ariani langsung memutuskan pacarnya saat itu juga,Ariani memaafkan pacarnya,Ariani mengalami patah hati yang hebat,Pacar Ariani berselingkuh di belakangnya,Ariani tidak bisa mempercayai orang lain lagi,Ariani membenci pacarnya,,
,Kiran merahasiakan pekerjaannya ,Kiran diberikan fasilitas yang sangat memadai untuk bekerja,Kiran menjadi agen rahasia,Kira diberikan banyak fasilitas,Kiran mengetahui barang terbaru di bidang teknologi,Kiran menggunakan banyak benda untuk mendukung pekerjaannya,,
,Bian telah berhasil mengajari Galvin,Galvin dan Bian tidak pernah melihat tombak sebelumnya,Galvin diajarkan Bian menggunakan tombak,Galvin tidak bisa memainkan tombak,Bian tidak menyerah mengajari tombak,Galvin akhirnya bisa menangkap ikan dengan tombaknya setelah 3 minggu berlatih,,
,Ani sangat sedih karena ia akan ketinggalan satu episode yang tidak akan ditayangkan kembali.,Ani juga anak yang sangat manis.,Ani adalah anak yang ceria.,"Setiap pulang sekolah, ani menonton film kesukaannya di televisi.",Ia menonton film itu sambil menyantap makan siang buatan ibunya.,Namun suatu hari ani tidak sempat menonton film tersebut karena harus belajar kelompok.,,
,Orang tua Lestari ikut mengiringi jenazah menuju pemakaman,Paman Lestari mengangkat kerandanya sendiri,Paman Lestari meninggal dunia,Lestari ikut mengantarkan jenazah pamannya,Jenazah dimasukkan ke dalam keranda,Tetangga membantu mengangkat keranda,,
,Juan tidak memiliki uang kecil,Pengamen merampok uang Juan,Juan pergi ke kantor dengan metromini,Ada pengamen di metromini,Pengamen meminta sedikit uang dari Juan,Juan tidak memberikan uang kepada pengamen,,
,Diana dinobatkan menjadi duta pelajar berkarakter,Diana menyerah dengan lomba bidang non akademis tersebut,Diana mengikuti perlombaan bidang non akademis,Pemenang dari perlombaan tersebut akan menjadi duta pelajar berkarakter,Diana memberikan kemampuannya yang terbaik untuk menjadi pemenang perlombaan,Diana menjadi juara pertama perlombaan tersebut,,
,"Setelah diperiksa, ternyata bel rumah mereka korslet",Ternyata rumah mereka memiliki dua bel,"Malam itu, bel rumah berbunyi berkali-kali","Padahal, waktu telah menunjukkan pukul dua malam","Saat ibu mengintip lewat jendela, tidak ada orang di luar",Ayah memutuskan untuk memeriksanya secara langsung,,
,Pak Bayu selalu merasa bahagia ketika memancing di hari Minggu,Pak Bayu dan temannya berkompetisi untuk menjadi pemancing terhebat di desanya,Pak Bayu gemar memancing,Setiap hari minggu ia pergi ke sungai bersama kedua temannya,Untuk urusan memancing Pak Bayu tidak pernah bosan,Sudah ribuan ikan ditangkapnya dan dibawa pulang sebagian untuk dimasak,,
,Tak heran Robi sangat bangga dengan ayahnya,Robi merasa Ibunya adalah satu-satunya orang tua yang menyayanginya,Papa Robi seorang arsitek pesawat,Beliau seorang yang cerdas,Beliau lulusan ITB dan melanjutkan studi di Jerman bersama dengan Habibi,"Papa Robi tidak hanya memiliki karir yang mentereng, tapi juga baik dan penyayang",,
,Ia sangat malu dengan kejadian ini,Andi langsung membuang celananya ke tempat sampah,Andi sedang bermain lompat jauh di lapangan,Ia bermain bersama teman-temannya,Mereka berlomba siapa yang bisa lompat terjauh,"Tanpa sadar, celana Andi robek",,
,Mereka bersenang-senang hingga sore hari,Kolam renang itu merangkap sebagai kolam ikan,Rena mengajak teman-temannya ke kolam renang,Sudah lama mereka tidak berenang bersama,Mereka pergi ke kolam renang yang terletak di dekat sekolah,Kolam renang disana sangat bersih dan tidak terlalu ramai,,
,Hana menenangkan dirinya dengan alam,Hana lebih suka berdiam diri di kamarnya yang tertutup,Angin hari berhembus dengan keras,Hanna merasakan semilir angin menyapa tubuhnya,Hanna menatap pohon yang bergoyang sesuai irama angin,Hana menikmati keadaan hari itu,,
,"Namun, Beno tetap suka bermain hingga larut malam",Mereka ingin Beno bermain sampai pagi,Lagi-lagi Beno pulang larut,Ia bermain dengan teman-temannya tanpa kenal waktu,PR dan tugasnya tidak ia pedulikan,Ayah dan ibu sudah berkali-kali memarahinya,,
,Afif merasa malu karena marah-marah tanpa menanyakan alasan Rania,Ibu meminta Afif kembali ke luar kota,"Sepulang dari rumah Rania, Afif marah-marah","Ia ingin bertemu dengan Rania setelah lama kuliah di luar kota, tetapi temannya itu menolak",Afif yang kesal menceritakan semuanya kepada ibu,Ibu menjelaskan bahwa Rania sudah seminggu terkena cacar sehingga tidak boleh bertemu orang,,
,Miani lebih hemat dalam urusan keuangannya,Miani tidak dapat menahan keinginannya untuk berbelanja,Miani sangat suka berbelanja,Miani sangat boros dalam hal keuangan,Ibu Miani marah dengan sikap Miani,Miani berjanji untuk tidak mengulangi perbuatannya,,
,Raska bukan anak dari Keluarga Bramantya,Michael adalah pewaris tunggal perusahaan keluarga Bramantya,Keluarga Bramantya hanya memiliki satu orang anak,Pewaris tunggal perusahaan keluarga Bramantya adalah anak laki-laki dari keluarga tersebut,Raska adalah calon pewaris perusahaan yang dimiliki keluarganya,Raska memiliki seorang adik perempuan bernama Michael,,
,"Si Kancil anak nakal, suka mencuri ketimun, ayo lekas ditangkap, jangan diberi ampun.","Burung kakaktua, hinggap di jendela, nenek sudah tua, giginya tinggal dua.",Cerita tentang Kancil si pencuri timun adalah cerita favorit Kayla.,"Sewaktu kecil, Ibu sering menceritakan kisah tersebut.","Jika Ibu ingin menceritakan kisah lain, Kayla pasti menolak.","Hampir setiap malam sebelum tidur, Ibu akan memulai ceritanya dengan mengajak Kayla bernyanyi.",,
,Erin berhasil menguasai cara memasak makanan yang lezat,Erin lebih memilih pembantu di rumahnya untuk memasak,Erin belajar masak di suatu tempat kursus,Erin ingin menjadi istri yang baik,Suami Erin mendukung niat istrinya,Erin belajar masak dengan senang hati,,
,Zasla mengikuti trend budaya barat,Zasla pergi ke sekolah mengenakan kerudung,Remaja sulit menyaring informasi yang didapatkan dari internet,Budaya barat tidak pantas ditetapkan di Indonesia,Zasla tidak mengenakan pakaiaan yang rapi saat sampai  di sekolah,Pakaian Zasla terlalu terbuka dibandingkan biasanya,,
,Jasa Aldway akan selalu dikenang,Alday tidak ikut berperang,Aldway menjadi seorang pahlawan perang,Aldway melawan semua musuhnya,Aldway membawa kehormatan bagi negaranya,Pemerintah memberikan penghargaan untuk Aldway,,
,Jeremy dan Hani tidak jadi pergi ke taman kota,Jeremy mengusir Hani dari rumahnya,Jeremy merencanakan pergi ke taman kota,Jeremy akan pergi bersama Hani,Jakarta diselubungi gerimis pada hari itu,Jeremy dan Hani menatap hujan dengan secangkir kopi hangat di teras rumah,,
,Kekompakan anak-anak kelas 11 IPA 3 memang patut dibanggakan.,Kekompakan anak-anak kelas 11 IPA 3 memang menyusahkan.,Respons anak-anak kelas 11 IPA 3 sesuai dugaan Yoyo.,Tidak ada yang keberatan uang patungan hadiah untuk anak Bu Ai digunakan Acha.,Bahkan beberapa anak yang memiliki rezeki lebih meminta untuk dihubungi bila Acha masih membutuhkan uang.,"Mereka juga setuju untuk memberikan uangnya kepada Acha, bukan meminjamkannya.",,
,Jaka sering merasa kasihan dengan rakyatnya dan sesekali ia membantu mereka secara diam-diam tanpa sepengetahuan raja Adipati,"Jaka ikut senang dengan pajak yang ditarik oleh ayahnya, raja Adipati dengan menggunakan uang tersebut untuk membeli berbagai hiasan emas koleksinya",Jaka adalah anak dari raja Adipati,Ia memiliki sifat yang sangat berberda dengan ayahnya,Raja Adipati adalah raja yang kejam dan tidak mementingkan kepentingan rakyatnya,Ia sering membuat kehidupan rakyatnya sengsara dengan pajak yang begitu besar yang dipungutnya setiap bulan,,
,Sontak eci langsung marah besar dan meminta traktiran pada farhan agar ia bisa dimaafkan.,Eci dulunya adalah murid yang nakal.,Malam itu farhan mengajak eci pergi makan malam.,Mereka memilih ayam bakar madu diantara makanan lain.,Farhan mengusili eci sambil menunggu makanan datang.,Ia mengirimkan foto eci kepada seseorang yang dulunya pernah disukai oleh eci.,,
,Kendra tidak memiliki jadwal pada jam tersebut,Kendra tidak bisa mengisi seminar,Kendra mendapatkan surat elektronik,Surat tersebut berisi undangan untuk mengisi seminar,Kendra melihat jadwalnya ,Kendra bersedia mengisi seminar tersebut,,
,Keduanya turun di gerbang komplek dan berjalan kaki ke rumah masing-masing,Mereka menyetir angkutan umum sampai rumah,Mitha dan Mila selalu pulang sekolah bersama,Rumah mereka berada di komplek yang sama,Mereka naik bus umum dari sekolah,Setelah itu mereka turun di terminal dan naik angkutan umum,,
,Aku membawa jas hujan,"Sebelum berangkat, aku menjemur pakaian di halaman rumah",Hari ini langit sangat mendung,Gemuruh sudah terdengar sejak pagi,Diprediksi hujan akan segera turun,Aku bergegas berangkat kerja karena takut kehujanan,,
,Bahir lulus tes potensi akademik,Bahir ingin menjadi guru,Bahir mengikuti tes potensi akademik,Bahir harus memiliki nilai yang tinggi jika ingin lulus,Bahir ingin menjadi seorang perwira,Seorang perwira harus lolos tes potensi akademik,,
,Dokter melarang Sandi untuk makan makanan pedas secara berlebihan.,Dokter menawarkan Sandi keripik pedas yang ada di meja praktiknya.,Sandi sangat suka makan makanan pedas.,Sambal yang biasanya diambil setiap makan selalu dalam jumlah banyak.,Suatu ketika perut Sandi terasa sangat sakit sehingga Ibu mengantarnya ke dokter.,Dokter bilang lambung Sandi terluka karena terlalu banyak makan makanan pedas.,,
,Alanan tidak memberikan makanan yang ia makan kepada kucingnya,Alana tidak memiliki kucing,Alana memberi makan kucingnya,Kucing Alana hanya makan daging ikan yang sudah dihaluskan,Alana tidak pernah memberikan makanan kucing yang seharusnya,Kucing Alana lebih sering meminta makanan Alana,,
,"""ya, mari kita lihat nanti, siapa tahu kau menjilat ludahmu sendiri"" aku balik mencibirnya dengan tingkat percaya diri yang maksimal.","""bawa kemari coklatnya"" pintanya sambil mengejarku ke dalam kelas.","""Aku tidak mungkin akan menyukaimu"" Begitu ucapnya penuh semangat sambil mencibirku, dibawah pohon rindang di persimpangan jalan pulang.","ketika itu aku terpaksa berhenti demi mendengar curahan hatinya, tentang seorang temanku. ",Tentunya itu bukan kali pertama aku berperan sebagai pendengar cerita. ,Aku adalah penasehatnya setiap kali ia mencoba mendapatkan hati seorang wanita.,,
,"Sembari berjalan ke kantor Kepala Sekolah, Bianca tersenyum membayangkan ekspresi senang orang tuanya nanti.","Sembari berjalan ke kantoe Kepala Sekolah, Bianca memakan batagornya.",Bianca tercatat sebagai salah satu penerima beasiswa tahun ini.,"Oleh sebab itu, Bianca diminta untuk menghadap Kepala Sekolah sekarang.",Bianca tidak sabar ingin memberi tahu berita gembira ini kepada orang tuanya.,Namun Bianca baru bisa melakukan keinginannya sepulang sekolah.,,
